id,txnRefNumber,amount,type
852,u97cb92b5,54.75,refund
853,uf3129ac1,794.31,refund
854,u3fc4fa36,924.37,sale
855,u41e74888,722.05,sale
856,uc04e64de,456.24,sale
857,u8737aa89,113.6,sale
858,u6569f283,859.67,refund
859,ub8bec05e,308.04,refund
860,u69983198,971.99,refund
861,u7dddece6,38.1,refund
862,u68bd0eb4,901.67,sale
863,uf46d54b8,999.19,sale
864,u71eef2a8,289.5,sale
865,u63eec597,894.87,sale
866,u6a02f425,887.23,refund
867,u875707fe,917.13,refund
868,u74456f9f,360.6,sale
869,ucd3ed049,713.54,refund
870,u2261a75b,942.62,refund
871,u98a257e1,913.01,sale
872,ubf95d322,727.45,refund
873,ub2e6027e,137.18,sale
874,u3c421f35,261.21,refund
875,u928bd5d5,497.39,refund
876,udbc0c0b4,229.74,refund
877,u8c791bfe,24.36,refund
878,u42fc6dc8,394.01,refund
879,uc19519e1,75.19,refund
880,u2e68be6f,823.84,sale
881,u2c9ad59c,831.46,sale
882,ua4f0f312,803.54,sale
883,u78581fbc,433.99,sale
884,u82a5ea2d,440.92,sale
885,uc4b9c9a5,367.79,sale
886,ud7abbc46,231.36,sale
887,u3fbf1865,44.31,sale
888,u744278c1,150.09,sale
889,u258e88dc,448.64,sale
890,u11980bcc,521.73,sale
891,u0c7e0f40,275.64,sale
892,u93189285,254.16,sale
893,uedcefca9,608.69,refund
894,ub1b6ffa4,284.64,sale
895,u2d241ad5,73.03,refund
896,ube14d7a4,874.98,sale
897,udeb06983,571.65,refund
898,uafb7c5af,575.14,sale
899,u1407540e,821.65,sale
900,uf78ee66e,367.62,sale
901,u4803430d,63.79,refund
902,ud332cb2f,841.72,sale
903,u4b026b1a,814.67,refund
904,u59d76b55,950.36,refund
905,u7874e53a,509.19,sale
906,u38986fea,989.94,refund
907,uc13e2295,203.68,refund
908,u9da6f40a,124.82,refund
909,ud1a2fcdf,547.17,sale
910,uce4f468d,464.85,refund
911,u98840e5c,318.67,sale
912,u0a3f9a21,920.75,sale
913,u2149b5c6,282.24,refund
914,uc5f28d92,744.81,sale
915,u3251d1e3,158.03,refund
916,u9b1f6a9e,50.49,refund
917,ueb594727,453.39,sale
918,u2156817c,317.76,sale
919,ua6d99201,604.66,refund
920,ub0e6fd45,816.12,refund
921,uea470362,242.37,sale
922,u096bc7ff,271.66,refund
923,u58aab426,706.24,refund
924,u039a01e9,699.33,sale
925,ub8f48777,919.08,sale
926,u3fb59140,51.53,sale
927,ueb8fcacd,109.64,sale
928,u85cc1a30,639.28,refund
929,u04d80f8a,672.51,refund
930,u4121b4dd,103.87,sale
931,u4bc2d867,864.95,refund
932,u735547a5,664.2,sale
933,uf271f750,972.5,refund
934,u3c76d31c,157.05,refund
935,u1949df44,928.07,sale
936,u2050be5d,714.28,refund
937,u8b60f4d4,54.23,sale
938,u7baeefc9,608.15,refund
939,ub7aa55a3,441.09,refund
940,u4d392cdd,325.38,refund
941,u55ff4adf,778.8,sale
942,u5c682f2d,868.36,refund
943,ufe4d4d38,100.13,sale
944,uee9d33cb,902.86,sale
945,u8c52734d,55.14,refund
946,u1d7e8556,25.45,sale
947,u16174ffb,438.03,sale
948,u05e79920,833.43,refund
949,u6f2d61d1,37.79,refund
950,u2c2c89b3,522.5,sale
951,u40a096b2,124.18,refund
952,u2a5d3fa9,987.93,refund
953,uf342016d,959.57,sale
954,u4a947ce6,746.32,refund
955,u0c80d0ff,151.71,refund
956,u2a1f631e,264.13,sale
957,u2cf8f142,794.29,refund
958,ubce3b32b,810.49,refund
959,u7ff0118a,142.47,sale
960,uf84567ac,404.61,refund
961,u02a85e4d,457.27,sale
962,u11ccca15,335.93,sale
963,uca9ea778,983.15,sale
964,u4b9b7d82,866.72,sale
965,u1af63137,983.04,refund
966,uab89f118,658.43,sale
967,u4e07a6c2,337.06,refund
968,ubdadf143,178.41,refund
969,u1fa0e034,510.55,sale
970,u8fc3bbcc,75.49,sale
971,u9964773c,962.66,refund
972,ud010c264,530.69,sale
973,u32f0bd68,516.12,refund
974,uea84f67b,670.09,sale
975,uedd7b3b0,120.98,refund
976,u07ecc44f,509.13,sale
977,ub70f6395,955.69,sale
978,u59304069,848.88,refund
979,u6196d034,298.22,refund
980,u91c5c3ee,164.17,refund
981,u17f05b2b,20.96,sale
982,uf51ffa15,848.4,sale
983,u429f6ae9,91.88,refund
984,ud34b73dd,309.1,refund
985,u377d9ec4,391.38,refund
986,u51678910,879.19,sale
987,u2893ebbf,942.72,refund
988,u409eab3b,301.9,refund
989,uab4b8609,702.73,refund
990,u26698b0e,833.5,refund
991,uf99d88a7,322.45,sale
992,u28a044de,741.95,refund
993,u8f69f7db,52.7,refund
994,u3bb3e016,719.77,sale
995,u5c24d57b,132.67,sale
996,u0b2f7fe6,918.35,refund
997,ubd181578,265.39,sale
998,ucc14e8e9,861.33,refund
999,uf5ae2c33,926.73,refund
1000,u9940ebbf,298.92,sale
1001,ubada8ac0,724.52,refund
1002,u6aea871d,885.54,sale
1003,u57c9fbbe,923.05,sale
1004,u12ae507d,267.1,refund
1005,uacfc7493,250.83,sale
1006,u0e67972d,162.13,sale
1007,u381feee1,283.09,refund
1008,u487624ab,95.01,sale
1009,u9b224c66,382.64,refund
1010,u384e5f92,472.91,refund
1011,ud05ef787,259.71,sale
1012,u0b5f8d69,154.45,sale
1013,udd0567ed,782.42,sale
1014,u820e68ff,741.83,refund
1015,u95a52d1b,761.08,sale
1016,u7bd6c050,179.84,refund
1017,u45f9b186,39.82,refund
1018,ua67bad11,235.74,sale
1019,uf47743d5,715.22,refund
1020,uaad394c8,972.29,refund
1021,u4f51b620,109.67,refund
1022,udd0e7573,735.52,sale
1023,ub2220725,204.37,sale
1024,uda11b082,808.72,refund
1025,u91b3f700,170.27,sale
1026,u88e2dfa4,717.83,sale
1027,u2ad3e17c,987.18,refund
1028,u3a9923d7,990.86,refund
1029,u96ef9b96,887.09,sale
1030,u21ab722f,882.09,refund
1031,uf19ffa84,247.95,refund
1032,u5066b8c7,891.84,sale
1033,u4b49fb5f,63.79,refund
1034,u576e68fa,720.67,refund
1035,u0458a5b3,732.3,refund
1036,u8b341fca,383.35,sale
1037,u129b86fc,921.15,refund
1038,ua888586d,642.77,refund
1039,u008de136,176.1,refund
1040,ua743647d,757.95,refund
1041,ud2dd5d52,974.16,sale
1042,u3ba47e21,69.21,sale
1043,ub8a8cd79,447.74,refund
1044,u44c79673,309.09,refund
1045,u7a64996c,655.3,sale
1046,ufc7ca084,748.52,refund
1047,u5bb5c2e1,591.95,refund
1048,udaa06f2f,830.4,sale
1049,u55ea02ec,322.48,sale
1050,u4db0b8f7,174.72,sale
1051,u4e3aa184,6.16,sale
1052,u88d46e7e,934.89,sale
1053,u0f589c7f,848.33,sale
1054,u973418f5,400.07,sale
1055,u52d83f97,549.94,refund
1056,u773a1303,837.16,sale
1057,ua08840b4,332.73,sale
1058,ud0adf0c9,891.58,sale
1059,u675c7b8e,138.37,sale
1060,uc24ca020,381.36,refund
1061,ufd1dcda9,849.12,refund
1062,ue8b93156,612.76,sale
1063,uc930d62a,613.07,sale
1064,u535b03bc,974.2,refund
1065,u419b46a8,351.57,sale
1066,uc0d98664,380.31,refund
1067,u796bc84a,186.83,sale
1068,u55549945,49.72,refund
1069,u564b38a1,210.83,refund
1070,u8cc8d58c,785.35,refund
1071,ub7a4dad7,303.66,refund
1072,u141382ec,306.08,sale
1073,ub6bce6dd,45.55,refund
1074,u4bdd835a,300.3,sale
1075,u4cd9eab2,811.53,sale
1076,u501c0063,690.89,refund
1077,uaa0320db,792.05,sale
1078,u25a43a8b,128.54,refund
1079,u50ad35fa,67.76,refund
1080,ub71e6b67,752.98,refund
1081,ud49c120f,286.65,sale
1082,u799f6424,148.33,sale
1083,u5b147073,27.25,sale
1084,u20fb31f1,209.47,sale
1085,ud123750c,726.78,refund
1086,u86a3692f,791.83,refund
1087,ue10120e7,352.5,refund
1088,ue15bf669,648.9,sale
1089,u5d4895b1,605.48,sale
1090,u57ecbd5a,156.84,refund
1091,u552c2098,872.38,sale
1092,ubadcf59e,35.23,refund
1093,u19b45194,476.08,sale
1094,u9cac86e9,275.38,refund
1095,u564c0955,200.46,refund
1096,ud7beec93,608.47,sale
1097,u1d6725d0,153.57,sale
1098,ue03403d1,614.59,refund
1099,u7e6d20bb,403.95,sale
1100,u1f7a152b,454.46,refund
1101,u5bab1bb8,256.45,refund
1102,u32fc6ed9,698.32,refund
1103,u78ccd829,214.3,refund
1104,ucff863e6,873.05,sale
1105,ub72e6f88,915.19,sale
1106,uf1f93ba9,571.02,refund
1107,u18dab9ab,837.0,refund
1108,u6dedbad8,35.26,sale
1109,uf505ff51,552.21,sale
1110,u857061bf,677.78,refund
1111,u1b012554,21.48,refund
1112,u2375be0a,270.0,sale
1113,udb0a721a,137.99,sale
1114,uc8940d76,637.41,refund
1115,u9f7cdca9,445.84,refund
1116,u19817080,334.5,sale
1117,ue0b703bc,551.68,sale
1118,uca91ba6d,168.17,refund
1119,ubc1fd5e9,427.59,sale
1120,u96a246e2,101.71,refund
1121,u67e436db,209.9,sale
1122,ud9840b1c,792.61,sale
1123,uafab901d,849.32,refund
1124,u35bbc3c2,384.04,refund
1125,u69aca070,366.55,sale
1126,ub1ee942e,792.9,refund
1127,u885a3bbd,558.26,sale
1128,u7baf7639,923.12,refund
1129,u430c1e83,382.23,sale
1130,u55b7f484,719.78,sale
1131,uf101d921,850.49,sale
1132,ubaf930bf,780.67,sale
1133,uc61a76db,260.47,sale
1134,u88f89f7a,238.64,refund
1135,u37a12659,705.18,sale
1136,ua7e4745c,507.16,sale
1137,u375a69c0,117.97,refund
1138,uc1dca7eb,933.25,sale
1139,u8a321253,313.55,sale
1140,u1d72988e,918.99,refund
1141,u67624c41,144.6,sale
1142,u845d197a,232.44,sale
1143,u8caae189,938.71,sale
1144,u857b33ee,401.24,sale
1145,u679c09dc,760.74,refund
1146,u04fb5af6,791.51,sale
1147,u7201b6fb,785.21,refund
1148,ud6a7fb83,678.21,refund
1149,u94aae396,353.26,sale
1150,u50014ec0,326.44,sale
1151,ubcbca3c4,101.71,sale
1152,u8449a377,407.08,sale
1153,u97d63523,453.77,sale
1154,u7415b2de,918.26,refund
1155,uaef2ea7d,692.18,sale
1156,u31e47ef4,395.34,refund
1157,u0088ef61,724.77,refund
1158,u77902d5a,615.19,refund
1159,ufda0f3d9,946.82,refund
1160,u8859b9d1,896.67,refund
1161,uf2dcd635,474.0,refund
1162,u79df4bde,98.56,sale
1163,u19bbe7cc,606.3,refund
1164,u111662f0,34.19,refund
1165,u96606f47,905.72,sale
1166,u0639e863,9.64,refund
1167,u0e3cbc3f,417.52,sale
1168,u0f8b3b17,801.55,refund
1169,ua0409f1c,54.05,sale
1170,u45dd398d,645.59,sale
1171,ue39eed23,859.79,refund
1172,ud1c5c5bd,978.11,sale
1173,u13f2f2b7,830.62,refund
1174,u0d3daba5,392.78,sale
1175,uabc8e44a,479.52,sale
1176,u9336e3c0,38.54,sale
1177,u9b3cffc4,957.08,sale
1178,u55ec7f1a,710.52,sale
1179,u9f423f69,970.02,sale
1180,ub062a959,468.22,refund
1181,uf434355c,985.5,refund
1182,u32ffc13a,419.65,refund
1183,u14255964,996.17,sale
1184,u95da56f3,475.49,refund
1185,u92f7e7a4,297.17,sale
1186,u137649be,584.47,refund
1187,u4e2cb9ad,584.86,sale
1188,u30c9e545,156.59,sale
1189,ua8ad0083,309.17,refund
1190,u9b1913ed,426.72,refund
1191,u91a39296,188.27,refund
1192,u5e0eb0db,218.82,refund
1193,u31679d76,397.97,sale
1194,u4a4de0f9,676.31,sale
1195,u2e43be5e,50.42,refund
1196,u359a1a7b,28.5,sale
1197,u923a506f,243.94,sale
1198,u09ed9bce,645.16,refund
1199,u8a26b6a8,303.34,refund
1200,uc559ec68,814.55,sale
1201,u1ec4bd17,66.46,sale
1202,u17eba9bb,861.6,refund
1203,u6f0b2ddb,408.54,refund
1204,u0a464571,164.59,refund
1205,u89966266,416.73,sale
1206,u0880295f,578.16,sale
1207,u414d175a,87.91,refund
1208,ube7c0e22,3.68,refund
1209,u108354f0,628.39,refund
1210,u3b07aa27,482.11,sale
1211,u0cc52929,360.42,refund
1212,uc78b051b,253.83,refund
1213,ua70eaea6,602.68,sale
1214,uf3d1a9d0,91.49,refund
1215,u750166fc,771.67,refund
1216,u26da6c75,370.38,refund
1217,u8bc5a9cf,756.94,sale
1218,u04394c05,735.33,refund
1219,u790cc81b,392.7,refund
1220,ubf8c099b,918.53,refund
1221,uf8553ccb,644.99,refund
1222,u03893893,776.66,refund
1223,u4d3ae92e,354.02,sale
1224,u2c08ab89,388.44,sale
1225,u0ae11d1c,191.8,sale
1226,u5eff7d83,562.83,sale
1227,uca528246,946.27,sale
1228,u865fa318,568.58,sale
1229,u2e0a16fc,620.61,refund
1230,ude6cbab3,856.61,refund
1231,u483ffff1,493.96,refund
1232,u6ee00316,753.3,refund
1233,ua87ab120,398.9,sale
1234,ud5100574,74.28,sale
1235,ue49dd377,759.82,sale
1236,u511e53bf,569.37,refund
1237,uac97df19,178.26,refund
1238,u68f88534,541.24,sale
1239,ue812a4a8,410.36,sale
1240,uf9b9bfa5,387.17,sale
1241,uf9886db0,361.86,refund
1242,uc25b8287,790.79,refund
1243,u34c774de,989.22,refund
1244,ue8a9d5f1,619.83,sale
1245,u9df2e227,209.57,refund
1246,u7fcab577,819.96,refund
1247,u7ac4c248,910.77,refund
1248,ubb9a6a58,671.45,sale
1249,ud2e05ede,964.44,sale
1250,udf227aec,484.58,refund
1251,u41945f4d,653.65,refund
1252,u70b2bb6d,754.75,sale
1253,u311852a0,555.27,refund
1254,ufb138fd7,10.03,sale
1255,u7f1ba762,370.6,sale
1256,u64230abc,970.21,refund
1257,u9867534e,683.17,refund
1258,ub25b3ca2,177.09,refund
1259,u99aa0a56,708.66,sale
1260,u0de22404,249.37,sale
1261,u9568ecbb,62.43,sale
1262,u6a92dce9,405.28,refund
1263,uc40bc8d4,574.34,refund
1264,u8693785a,944.86,refund
1265,u54d635fd,459.69,refund
1266,u658c991b,726.11,refund
1267,u894333ef,689.82,refund
1268,u1bf5b786,973.03,sale
1269,u43de3464,711.0,sale
1270,uf061e22f,191.08,sale
1271,u5ed8e1b2,914.87,refund
1272,u516b8609,29.2,refund
1273,u7613f5c4,691.28,sale
1274,u389aaa4d,2.34,refund
1275,u78f21ae7,508.17,refund
1276,u988a050d,194.2,refund
1277,u0720f7dc,354.48,refund
1278,u7ebfd74c,466.19,refund
1279,u7e7d9793,621.15,refund
1280,ua19f7516,520.03,refund
1281,u3d2953fa,826.0,refund
1282,u9eded996,223.74,refund
1283,u8348404c,188.53,refund
1284,u5a9ab250,755.44,sale
1285,u53c0ca58,654.11,sale
1286,u5a192ca1,513.32,refund
1287,u1802df47,838.73,refund
1288,u7ac22f48,755.5,refund
1289,u61212194,537.3,sale
1290,ude99637a,124.53,refund
1291,uec9b3629,119.99,sale
1292,u39aa9ef5,797.41,sale
1293,u7ee1c25d,89.28,sale
1294,ud3fce9c1,989.68,refund
1295,u9e1ffc10,836.17,sale
1296,u0058191d,158.33,sale
1297,ube63dd66,580.99,sale
1298,u93a504fa,977.93,sale
1299,u42dc3af2,292.4,refund
1300,u5e4884fc,975.61,sale
1301,u34aed639,76.85,refund
1302,u4bc44399,674.75,refund
1303,ua4fd8636,180.5,sale
1304,u0c6472fe,958.26,refund
1305,u847dca74,240.33,refund
1306,u6a542f93,878.2,sale
1307,ue5f72637,935.71,refund
1308,u6b8ec457,5.88,sale
1309,ue2e1bac4,488.95,sale
1310,u8698d7a8,641.26,refund
1311,uf2fb0476,495.27,refund
1312,u50ee0534,729.96,refund
1313,uddf52a93,35.32,sale
1314,u2af946ae,402.82,sale
1315,uddd9c1fe,341.98,refund
1316,u165bf748,942.0,sale
1317,ua0e76b9e,718.19,sale
1318,ud3f5a0af,63.14,refund
1319,u2ef9b46d,288.29,refund
1320,uad6541e1,524.06,sale
1321,u6e3f8ddd,777.99,sale
1322,u10a2a924,816.93,sale
1323,uc6d555e2,618.82,sale
1324,ubba524e5,31.51,refund
1325,u27d9d144,47.89,sale
1326,u87eea748,879.58,refund
1327,u49eb6482,738.28,refund
1328,u5b422cdf,232.91,sale
1329,udc884d17,567.43,refund
1330,u4da34ffe,675.62,sale
1331,u4c26bcfd,289.46,refund
1332,ubb796c4b,564.14,sale
1333,u9810c971,158.31,sale
1334,ua46dbacb,351.4,sale
1335,u7369cd6a,332.81,refund
1336,u2296db75,154.59,sale
1337,u4813103c,189.23,sale
1338,ue7c678de,715.49,sale
1339,uf7990bbd,30.95,refund
1340,ub35a2689,93.68,sale
1341,u273b1646,88.85,sale
1342,ue2c3b8f1,830.65,sale
1343,u7f9d825a,770.84,sale
1344,u43dde133,844.99,sale
1345,u8efb8d06,853.54,sale
1346,uc7b8747a,961.83,sale
1347,u97fa9879,995.54,refund
1348,ud6892f12,608.51,sale
1349,ua79e2b95,942.4,refund
1350,u8e62f53c,651.06,sale
1351,u6703a351,550.35,refund
1352,ub9eae7ab,154.22,sale
1353,ue6395043,656.62,sale
1354,ubb44fa5a,688.28,refund
1355,u3d26548a,298.2,sale
1356,u5d292650,562.72,sale
1357,uc42f48db,444.22,sale
1358,u17653efc,527.35,refund
1359,u863178dc,48.7,refund
1360,ua38b08d9,18.89,refund
1361,ufc4d0ee3,159.68,refund
1362,u01ae5171,528.23,sale
1363,ud0fc729b,624.91,refund
1364,u1aa0e00d,86.6,sale
1365,u27db6f2f,849.09,refund
1366,ubf40f73b,990.65,sale
1367,u4182e269,671.42,refund
1368,u09488226,491.06,sale
1369,uceb6267f,384.92,refund
1370,u82d39f58,379.77,sale
1371,u9a144442,41.35,refund
1372,uef7d3528,47.32,sale
1373,u840c032b,324.73,sale
1374,uc65f7ab4,600.15,sale
1375,ueeb643cc,961.5,refund
1376,u16199042,930.43,sale
1377,u57ae661a,530.02,sale
1378,u5391b829,630.96,refund
1379,uf9d88da6,850.07,refund
1380,u6012b07e,198.32,refund
1381,ue21683e6,430.24,sale
1382,uad9db2e8,111.34,refund
1383,uce8e0e76,177.2,refund
1384,u5ed9d26a,485.44,sale
1385,u93602d03,832.24,refund
1386,ue44ecb91,107.4,refund
1387,uabb0174d,478.75,refund
1388,u6bbab07e,367.53,sale
1389,u78f96b1a,606.89,sale
1390,u4afce015,155.65,refund
1391,ud6d754a7,293.61,sale
1392,u662291b2,714.16,sale
1393,u4845e15a,586.7,refund
1394,u9ba7b733,963.67,sale
1395,u32c3cffa,315.92,sale
1396,u6953d5f9,125.07,refund
1397,u18c63141,8.46,refund
1398,u06390f77,89.83,sale
1399,u74d223a6,89.41,refund
1400,u86828372,464.73,refund
1401,uba085c93,616.0,refund
1402,ued1248aa,974.28,refund
1403,uff00738a,723.29,sale
1404,uf238fb7a,571.77,sale
1405,u0836e28f,994.48,sale
1406,u5127abca,537.81,refund
1407,u25548db7,674.49,refund
1408,ub6115d69,555.8,sale
1409,uec73718f,681.48,sale
1410,u2d123456,495.33,refund
1411,u459ed8d1,140.38,sale
1412,u938b7e8a,52.49,sale
1413,u7817dbd8,596.38,sale
1414,ua6f2299a,152.03,refund
1415,ua2559310,178.02,refund
1416,ud8040c5f,142.67,sale
1417,uc796c917,132.97,sale
1418,u417ea88c,29.27,sale
1419,u45600531,779.94,sale
1420,ud2bff84b,420.48,sale
1421,u93128c60,948.88,sale
1422,u5011023f,520.34,sale
1423,u5ad2e1c3,631.45,sale
1424,uaf066ea7,450.57,refund
1425,ub6fe51a1,123.56,refund
1426,uabac29f5,752.02,refund
1427,u9d22c3a8,266.14,sale
1428,u5c0c43f0,768.22,sale
1429,ub314b301,79.31,refund
1430,u07154aba,536.81,refund
1431,ubf48e692,848.67,sale
1432,uf5c27f96,820.84,sale
1433,ue7bcac70,779.46,sale
1434,u9c30796c,819.58,refund
1435,u7602d313,820.35,sale
1436,u2366b425,277.04,sale
1437,ucc8b9337,70.89,refund
1438,u6e87087d,6.39,refund
1439,u833132dc,664.57,sale
1440,ud2e8987c,761.88,sale
1441,u38f884c0,206.67,sale
1442,u99e77921,114.03,sale
1443,u8f34c186,296.05,refund
1444,u50fe41ae,940.02,refund
1445,u7abbbc09,713.16,refund
1446,u1a1b9392,988.37,refund
1447,u4513edba,332.64,refund
1448,u2de07c6d,958.66,refund
1449,uadbdf073,584.09,refund
1450,ua27c168b,180.01,sale
1451,u04d5154b,156.93,refund
1452,ude20832b,686.02,refund
1453,ue7098ca0,334.14,refund
1454,u6c6667e2,357.68,sale
1455,u3de6ec1c,498.67,refund
1456,u88462ade,350.21,refund
1457,u61d9d9df,817.23,refund
1458,ub255103b,533.55,refund
1459,uca5241ce,237.32,sale
1460,u49535912,814.77,sale
1461,u71736951,67.08,refund
1462,u65d5019f,758.26,sale
1463,uecfad455,5.71,sale
1464,u1cd42b20,233.03,refund
1465,u4c7c8e6f,936.47,refund
1466,uff38a673,376.9,sale
1467,u25d8fdd3,429.5,sale
1468,u75678bdd,944.05,sale
1469,udaa3edb4,838.26,refund
1470,uc49783c3,739.22,sale
1471,uf7b1eee0,508.78,sale
1472,u1987f9cb,223.66,sale
1473,u220ea48b,780.46,sale
1474,u329b743a,168.59,refund
1475,u5d08ea01,790.44,sale
1476,u82406c62,47.34,refund
1477,uc97b85fa,126.29,refund
1478,u8284a8b7,751.88,sale
1479,u065864f0,314.84,sale
1480,uc878ba22,638.05,sale
1481,ue3d33a73,113.32,sale
1482,u1394b88c,67.41,sale
1483,u03347c6f,554.17,sale
1484,u26e200d7,76.05,refund
1485,u6c23312f,801.48,refund
1486,u79fe5129,41.84,refund
1487,u240a908e,204.4,refund
1488,u4ea946c9,606.53,refund
1489,u884efaae,178.7,sale
1490,ufc3e4e3b,610.31,sale
1491,u74d4fdb1,343.72,sale
1492,u0fdc08a9,800.43,sale
1493,ud5b5551a,991.41,sale
1494,uff6c1cfa,118.13,sale
1495,u89984cb1,34.47,sale
1496,ue9376939,77.6,sale
1497,u7b4dbac2,877.05,refund
1498,u189895ac,41.11,refund
1499,u7e748982,229.23,sale
1500,u986fb99b,405.14,refund
1501,u4e0eec53,786.89,sale
1502,u94b89c1d,955.62,refund
1503,u66db3af3,158.34,refund
1504,u36b0a1be,342.06,sale
1505,uad8089b5,410.88,sale
1506,u19b535f8,304.87,refund
1507,u469cae2e,26.76,refund
1508,udb665325,842.67,refund
1509,u8b0add8d,102.42,sale
1510,uede0ef9d,845.97,refund
1511,u9298b875,55.17,refund
1512,u1a91828f,886.84,refund
1513,uef81c3d7,717.3,sale
1514,u580218bf,705.52,refund
1515,u3e463b9a,222.8,refund
1516,u154b065d,430.19,refund
1517,u480f1297,941.82,sale
1518,u8f60766f,392.61,sale
1519,ube5e740d,132.44,refund
1520,u0d191e64,132.5,refund
1521,u0aa3a6ec,689.6,refund
1522,uf3c98b12,653.4,sale
1523,ud79a29c1,234.75,sale
1524,u0c04eef2,43.07,sale
1525,ue13ed566,112.14,sale
1526,uf63805d7,469.7,sale
1527,uf512aa92,274.61,refund
1528,u9d09f186,454.42,sale
1529,u5df9ba08,962.2,refund
1530,u84f82cb7,822.91,sale
1531,ua465db10,418.89,sale
1532,u6e57136d,541.0,refund
1533,ue6e8d66d,789.65,refund
1534,u2f7d4213,138.1,sale
1535,u1f595167,297.66,refund
1536,ued090981,901.5,refund
1537,uffc8444c,304.81,refund
1538,ua2d5719e,756.42,sale
1539,u1f20351b,205.61,refund
1540,u4fdd0d7b,341.39,sale
1541,uf9d80460,175.71,refund
1542,u77d63310,17.97,sale
1543,ucc4b8611,961.08,refund
1544,u685fe9ff,90.55,sale
1545,u318bfc38,404.31,sale
1546,uefe5bbee,738.48,refund
1547,ucc317d8f,678.64,sale
1548,u43cb06d1,529.58,refund
1549,ub1e2b6b3,716.73,sale
1550,u9f297503,781.67,sale
1551,u858f55c6,69.29,sale
1552,u63d67cf2,896.66,sale
1553,u9c97ebc1,47.37,sale
1554,u19fdfb74,681.12,sale
1555,u604bde66,891.12,refund
1556,u49e92d86,767.99,sale
1557,u856a2b25,120.4,refund
1558,u23925e2c,165.84,sale
1559,u9ec8cdb1,549.7,refund
1560,uab4b1368,540.99,refund
1561,u5b32acfd,48.52,sale
1562,uf57e5d00,472.2,sale
1563,u4fa54612,107.35,refund
1564,u76f0079b,675.5,refund
1565,u4ada68c2,169.05,refund
1566,u80026e51,445.49,sale
1567,uecd8147c,239.27,refund
1568,u2fef8485,71.27,sale
1569,udf4888a4,825.49,sale
1570,udf5ac9f2,244.28,sale
1571,u193dc85c,887.09,sale
1572,ub964f0b4,297.79,refund
1573,u89115458,451.18,refund
1574,u5af647ab,732.25,refund
1575,u7ae840d0,29.3,refund
1576,u19d47d9c,189.57,refund
1577,u1ea28d07,558.58,refund
1578,u19796ba4,310.51,sale
1579,ufcf6398e,778.56,refund
1580,u8dbf2ea4,900.25,sale
1581,u415e1d59,857.74,refund
1582,ue280ee50,138.66,sale
1583,u793e98d9,946.81,refund
1584,u2e987b66,249.43,sale
1585,uf103dfad,802.19,refund
1586,u49b90a64,688.79,refund
1587,ub2be0625,816.5,sale
1588,u4858fcce,240.05,sale
1589,u3793c67b,185.89,sale
1590,uf4f8f480,853.66,sale
1591,u6d4f14a1,128.72,sale
1592,u9f0d7970,427.08,refund
1593,u99ab3b60,304.95,refund
1594,u805d434d,861.97,refund
1595,u1e03e5b8,292.78,sale
1596,u811e0ee1,834.36,refund
1597,u2552fcf5,873.53,sale
1598,u8b14de98,980.96,refund
1599,ubbd75f38,297.27,sale
1600,u238d26b3,416.04,refund
1601,ufa15876b,47.27,sale
1602,ufafe0311,212.19,sale
1603,u9cf99cee,209.86,sale
